(28890,29611)
(28710,29503)
(28531,29395)
(28353,29287)
(28176,29190)
(28000,29093)
(27824,28997)
(27651,28902)
(27479,28807)
(27308,28714)
(27139,28621)
(26971,28528)
(26804,28435)
(26637,28343)
(26473,28251)
(26309,28160)
(26146,28069)
(25983,27979)
(25822,27890)
(25661,27801)
(25502,27712)
(25345,27625)
(25189,27539)
(25033,27453)
(24878,27367)
(24724,27281)
(24571,27196)
(24420,27112)
(24304,27028)
(24154,26944)
(24039,26860)
(23892,26776)
(23745,26693)
(23641,26611)
(23496,26529)
(23393,26447)
(23251,26365)
(23109,26283)
(23008,26202)
(22867,26122)
(22769,26043)
(22632,25964)
(22496,25885)
(22401,25806)
(22266,25728)
(22171,25651)
(22038,25574)
(21906,25498)
(21814,25422)
(21684,25329)
(21590,25236)
(21460,25145)
(21330,25054)
(21238,24963)
(21111,24872)
(20984,24781)
(20894,24690)
(20767,24600)
(20639,24528)
(20551,24438)
(20425,24349)
(20339,24260)
(20214,24172)
(20090,24084)
(20006,23997)
(19882,23910)
(19758,23823)
(19676,23736)
(19553,23649)
(19476,23562)
(19384,23477)
(19318,23394)
(19252,23311)
(19186,23228)
(19120,23145)
(19054,23063)
(18989,22982)
(18924,22902)
(18859,22822)
(18794,22742)
(18729,22662)
(18664,22588)
(18599,22512)
(18534,22437)
(18470,22362)
(18406,22287)
(18342,22213)
(18278,22139)
(18214,22065)
(18150,21992)
(18086,21919)
(18022,21846)
(17959,21774)
(17896,21702)
(17833,21646)
(17770,21590)
(17707,21534)
(17644,21478)
(17581,21422)
(17520,21366)
(17459,21311)
(17398,21256)
(17337,21201)
(17276,21146)
(17215,21091)
(17154,21036)
(17094,20983)
(17035,20930)
(16976,20877)
(16917,20824)
(16858,20771)
(16799,20718)
(16740,20680)
(16681,20640)
(16623,20601)
(16565,20562)
(16507,20524)
(16450,20486)
(16393,20448)
(16337,20410)
(16281,20372)
(16225,20334)
(16170,20296)
(16115,20258)
(16060,20220)
(16005,20183)
(15950,20146)
(15895,20109)
(15840,20072)
(15786,20036)
(15733,20000)
(15680,19964)
(15627,19928)
(15574,19892)
(15524,19856)
(15476,19820)
(15428,19785)
(15381,19750)
(15334,19715)
(15287,19680)
(15240,19645)
(15193,19610)
(15146,19575)
(15099,19540)
(15053,19505)
(15007,19471)
(14961,19437)
(14915,19403)
(14870,19369)
(14825,19335)
(14781,19301)
(14737,19267)
(14693,19233)
(14649,19199)
(14605,19165)
(14561,19131)
(14517,19097)
(14474,19063)
(14431,19029)
(14388,18995)
(14346,18961)
(14304,18927)
(14262,18893)
(14221,18859)
(14181,18825)
(14141,18791)
(14101,18757)
(14061,18723)
(14021,18689)
(13981,18655)
(13941,18621)
(13901,18587)
(13861,18553)
(13821,18520)
(13781,18487)
(13741,18454)
(13701,18421)
(13661,18389)
(13621,18357)
(13582,18325)
(13543,18293)
(13504,18261)
(13465,18229)
(13426,18197)
(13387,18165)
(13351,18133)
(13316,18101)
(13281,18069)
(13246,18021)
(13211,17973)
(13176,17926)
(13141,17894)
(13105,17847)
(13069,17800)
(13033,17753)
(12998,17706)
(12963,17659)
(12928,17618)
(12893,17575)
(12858,17532)
(12823,17489)
(12789,17444)
(12755,17400)
(12720,17372)
(12686,17328)
(12652,17285)
(12618,17244)
(12584,17201)
(12550,17160)
(12516,17131)
(12482,17088)
(12449,17047)
(12416,17004)
(12383,16963)
(12350,16934)
(12317,16891)
(12285,16848)
(12252,16805)
(12228,16776)
(12203,16734)
(12178,16693)
(12153,16652)
(12128,16611)
(12103,16583)
(12078,16543)
(12053,16502)
(12028,16461)
(12003,16420)
(11978,16393)
(11954,16352)
(11930,16311)
(11906,16271)
(11882,16232)
(11858,16204)
(11834,16164)
(11810,16125)
(11786,16085)
(11762,16046)
(11738,16019)
(11715,15980)
(11691,15941)
(11667,15903)
(11644,15864)
(11621,15837)
(11598,15798)
(11575,15760)
(11552,15721)
(11529,15682)
(11506,15655)
(11483,15617)
(11460,15580)
(11437,15542)
(11414,15504)
(11391,15466)
(11368,15441)
(11345,15403)
(11322,15365)
(11299,15327)
(11276,15302)
(11253,15264)
(11230,15226)
(11207,15188)
(11184,15149)
(11161,15123)
(11138,15085)
(11115,15048)
(11092,15011)
(11069,14987)
(11047,14950)
(11025,14915)
(11003,14878)
(10981,14842)
(10959,14819)
(10937,14783)
(10915,14747)
(10894,14712)
(10873,14677)
(10852,14653)
(10831,14618)
(10810,14583)
(10789,14549)
(10768,14524)
(10747,14490)
(10726,14456)
(10705,14422)
(10684,14388)
(10663,14364)
(10642,14330)
(10621,14297)
(10600,14263)
(10580,14229)
(10560,14205)
(10540,14171)
(10520,14137)
(10500,14103)
(10480,14069)
(10460,14045)
(10440,14011)
(10420,13977)
(10400,13944)
(10380,13911)
(10360,13878)
(10340,13855)
(10320,13822)
(10300,13789)
(10280,13756)
(10260,13723)
(10240,13700)
(10220,13668)
(10200,13636)
(10180,13604)
(10160,13572)
(10140,13550)
(10120,13519)
(10100,13487)
(10080,13455)
(10060,13433)
(10040,13402)
(10021,13371)
(10002,13340)
(9983,13309)
(9964,13287)
(9945,13256)
(9926,13225)
(9907,13194)
(9888,13172)
(9869,13141)
(9850,13110)
(9831,13080)
(9812,13049)
(9793,13027)
(9774,12996)
(9755,12965)
(9736,12934)
(9717,12912)
(9698,12882)
(9679,12852)
(9661,12822)
(9643,12792)
(9625,12770)
(9607,12740)
(9589,12710)
(9571,12682)
(9553,12653)
(9535,12632)
(9517,12603)
(9499,12574)
(9481,12545)
(9463,12516)
(9445,12495)
(9427,12466)
(9410,12437)
(9393,12408)
(9376,12379)
(9359,12358)
(9342,12329)
(9325,12301)
(9308,12272)
(9291,12243)
(9274,12222)
(9257,12193)
(9240,12164)
(9224,12135)
(9208,12114)
(9192,12086)
(9176,12058)
(9160,12030)
(9144,12002)
(9128,11975)
(9112,11954)
(9096,11926)
(9080,11898)
(9064,11870)
(9048,11842)
(9032,11821)
(9014,11772)
(8998,11744)
(8982,11696)
(8966,11668)
(8950,11641)
(8933,11594)
(8917,11568)
(8900,11521)
(8884,11494)
(8868,11448)
(8852,11421)
(8836,11394)
(8819,11347)
(8803,11321)
(8786,11274)
(8770,11247)
(8755,11220)
(8738,11174)
(8723,11147)
(8706,11100)
(8691,11074)
(8674,11027)
(8660,11000)
(8644,10954)
(8630,10928)
(8616,10902)
(8599,10857)
(8585,10832)
(8568,10788)
(8554,10763)
(8538,10733)
(8524,10708)
(8510,10683)
(8493,10639)
(8479,10615)
(8463,10571)
(8449,10546)
(8435,10522)
(8419,10478)
(8405,10454)
(8389,10410)
(8375,10386)
(8360,10342)
(8347,10317)
(8334,10292)
(8319,10248)
(8306,10223)
(8291,10179)
(8278,10154)
(8265,10136)
(8250,10093)
(8237,10069)
(8222,10026)
(8209,10002)
(8194,9959)
(8181,9935)
(8168,9918)
(8153,9875)
(8140,9851)
(8125,9809)
(8112,9785)
(8099,9761)
(8084,9732)
(8071,9708)
(8056,9666)
(8043,9642)
(8028,9600)
(8015,9577)
(8002,9554)
(7987,9512)
(7974,9490)
(7959,9448)
(7946,9426)
(7933,9404)
(7918,9362)
(7906,9340)
(7891,9299)
(7879,9277)
(7865,9237)
(7853,9215)
(7841,9193)
(7827,9153)
(7815,9131)
(7800,9090)
(7788,9068)
(7776,9052)
(7762,9012)
(7750,8990)
(7736,8949)
(7724,8926)
(7710,8886)
(7698,8864)
(7686,8842)
(7672,8814)
(7660,8791)
(7646,8751)
(7634,8729)
(7622,8707)
(7608,8666)
(7596,8643)
(7582,8604)
(7570,8582)
(7556,8543)
(7544,8521)
(7532,8498)
(7518,8459)
(7506,8437)
(7492,8397)
(7480,8375)
(7468,8353)
(7454,8314)
(7442,8293)
(7429,8254)
(7417,8233)
(7403,8194)
(7391,8173)
(7379,8153)
(7366,8114)
(7354,8093)
(7340,8068)
(7328,8048)
(7316,8027)
(7303,7988)
(7291,7968)
(7277,7930)
(7265,7909)
(7251,7871)
(7239,7851)
(7227,7830)
(7214,7793)
(7202,7773)
(7188,7736)
(7176,7717)
(7165,7697)
(7152,7660)
(7140,7641)
(7127,7604)
(7115,7585)
(7102,7548)
(7091,7529)
(7079,7510)
(7066,7473)
(7055,7454)
(7042,7417)
(7031,7398)
(7019,7379)
(7006,7342)
(6995,7323)
(6982,7294)
(6971,7282)
(6958,7270)
(6946,7257)
(6934,7245)
(6921,7233)
(6909,7220)
(6896,7208)
(6885,7195)
(6873,7183)
(6860,7171)
(6849,7158)
(6836,7146)
(6825,7133)
(6812,7121)
(6801,7109)
(6790,7096)
(6777,7084)
(6766,7071)
(6753,7059)
(6742,7047)
(6731,7034)
(6719,7022)
(6708,7009)
(6696,6997)
(6685,6985)
(6673,6972)
(6662,6960)
(6651,6948)
(6639,6935)
(6628,6923)
(6615,6910)
(6604,6898)
(6593,6886)
(6580,6873)
(6569,6861)
(6556,6848)
(6545,6836)
(6532,6824)
(6521,6812)
(6510,6800)
(6497,6788)
(6486,6776)
(6473,6765)
(6463,6753)
(6453,6742)
(6441,6731)
(6431,6720)
(6419,6709)
(6409,6698)
(6397,6687)
(6387,6676)
(6377,6665)
(6365,6654)
(6355,6643)
(6342,6632)
(6332,6621)
(6322,6610)
(6309,6599)
(6299,6588)
(6286,6577)
(6276,6566)
(6263,6555)
(6253,6544)
(6243,6533)
(6230,6522)
(6220,6511)
(6207,6500)
(6197,6489)
(6187,6478)
(6176,6467)
(6166,6456)
(6155,6445)
(6145,6434)
(6134,6423)
(6124,6412)
(6114,6401)
(6103,6390)
(6094,6379)
(6082,6368)
(6073,6357)
(6063,6346)
(6052,6335)
(6043,6324)
(6031,6313)
(6021,6302)
(6010,6291)
(6001,6280)
(5991,6269)
(5980,6258)
(5971,6247)
(5960,6236)
(5951,6225)
(5941,6214)
(5930,6203)
(5921,6192)
(5909,6181)
(5899,6170)
(5888,6159)
(5879,6148)
(5869,6137)
(5858,6126)
(5849,6115)
(5839,6104)
(5830,6093)
(5819,6082)
(5809,6071)
(5800,6060)
(5789,6050)
(5780,6040)
(5769,6030)
(5759,6020)
(5749,6010)
(5740,6000)
(5729,5990)
(5720,5980)
(5709,5970)
(5699,5960)
(5690,5950)
(5679,5940)
(5670,5930)
(5659,5920)
(5649,5910)
(5639,5900)
(5630,5890)
(5619,5880)
(5610,5871)
(5599,5862)
(5589,5853)
(5580,5844)
(5569,5835)
(5560,5826)
(5549,5817)
(5539,5808)
(5529,5799)
(5520,5790)
(5509,5781)
(5500,5772)
(5489,5763)
(5479,5754)
(5470,5745)
(5459,5736)
(5450,5727)
(5439,5718)
(5429,5709)
(5419,5700)
(5410,5691)
(5400,5682)
(5391,5673)
(5380,5664)
(5370,5655)
(5361,5646)
(5350,5637)
(5341,5628)
(5330,5619)
(5320,5610)
(5310,5601)
(5301,5592)
(5291,5583)
(5281,5574)
(5271,5565)
(5263,5556)
(5253,5547)
(5243,5538)
(5235,5529)
(5225,5520)
(5215,5511)
(5205,5502)
(5197,5493)
(5187,5484)
(5177,5475)
(5167,5466)
(5159,5457)
(5149,5449)
(5139,5442)
(5131,5434)
(5121,5427)
(5111,5420)
(5101,5413)
(5091,5406)
(5081,5399)
(5073,5392)
(5063,5385)
(5053,5378)
(5045,5371)
(5035,5364)
(5025,5357)
(5015,5350)
(5007,5343)
(4997,5336)
(4987,5329)
(4977,5322)
(4969,5315)
(4959,5308)
(4949,5301)
(4941,5294)
(4931,5291)
(4921,5288)
(4911,5285)
(4903,5282)
(4893,5279)
(4884,5276)
(4874,5273)
(4865,5270)
(4856,5267)
(4849,5264)
(4842,5261)
(4834,5258)
(4827,5255)
(4820,5252)
(4813,5249)
(4806,5246)
(4799,5243)
(4793,5240)
(4786,5237)
(4780,5234)
(4773,5231)
(4767,5228)
(4760,5225)
(4754,5222)
(4746,5219)
(4740,5216)
(4734,5213)
(4727,5210)
(4721,5207)
(4713,5204)
(4707,5202)
(4700,5199)
(4694,5197)
(4687,5194)
(4681,5191)
(4673,5188)
(4667,5186)
(4660,5183)
(4654,5181)
(4648,5178)
(4641,5175)
(4635,5173)
(4628,5170)
(4622,5167)
(4615,5164)
(4609,5162)
